Ticker,SMH,IBB,XBI,SIL,SILJ,XME,COPX,URNM,PAVE,ITA,XAR,ILF,EFV,ARKK,CIBR,AMLP,CTA,DBMF,IWO,EMXC,BTAL,UNG,WEAT,MJ,DBA,CCRV,GLDM,PPLT
SMH,1.0,0.45234209071155873,0.4512327166801359,0.3348532586364884,0.37189604509467744,0.5695798854935419,0.5123907236981248,0.46375336154798463,0.688813068261964,0.5269529254606109,0.577283444895926,0.46408448304361055,0.4884823523418411,0.6797975634882883,0.6941086301816266,0.37656997892609073,0.06310797130141439,0.45746436305612254,0.7113559805001334,0.7615075035027511,-0.7017014674156441,0.008865595644932533,0.014269641409375826,0.14511936866032288,0.19118978965658012,0.29942335668316344,0.13231877168725556,0.21373238689636723
IBB,0.45234209071155873,1.0,0.9145408214591334,0.21776570218510138,0.25157301800038595,0.4421980224074685,0.37239692493632626,0.19826922277177053,0.5625133688313396,0.43323282569385413,0.4677558019214888,0.39639912775051506,0.5387721359352203,0.568884322014542,0.48671950183808205,0.35824752450624675,-0.04259983151772458,0.26607578533201215,0.6901868281868204,0.5027252979909224,-0.41773768325371524,0.026225209253493642,0.02718602718643232,0.2041631674792893,0.07354075586559676,0.11206561343586516,0.11484187896291626,0.1573593088205921
XBI,0.4512327166801359,0.9145408214591334,1.0,0.23134686803222237,0.2617734602246088,0.4445116638754023,0.36489252955629997,0.2372144795237738,0.536883134699126,0.44349548383686255,0.5086119943576584,0.3990965191735942,0.4732914184960246,0.6217153991206928,0.49336872067995097,0.32273624578442367,-0.045787513517043,0.262354136928767,0.7170458642664468,0.47990447590193364,-0.4709636441489965,-0.004289568107701655,0.0030010419960291314,0.212642986649317,0.037911673995142024,0.11035711933584896,0.11685222805266034,0.15849510389822516
SIL,0.3348532586364884,0.21776570218510138,0.23134686803222237,1.0,0.973435814390865,0.6694353254472225,0.6704786389794861,0.5056521039319085,0.3040269453473375,0.25074919524589645,0.3105901130991011,0.4753000464199516,0.4524600657438424,0.299648028577313,0.32069102741019123,0.24999435487714952,0.2778794068910322,0.5024078539654238,0.34957384076551695,0.49114487089643866,-0.2524067018337464,-0.03391072106013815,0.04729507777923364,0.13276051077389633,0.18143766903363598,0.28375845871241784,0.7405123178810739,0.6480360944936395
SILJ,0.37189604509467744,0.25157301800038595,0.2617734602246088,0.973435814390865,1.0,0.7013791712693382,0.6900659379385112,0.5271989641913918,0.33688958519707085,0.28796997665679597,0.3523137511924402,0.48890185885204657,0.45201353993574156,0.3270640189061006,0.34980352973802187,0.2505814018298829,0.2820552834513645,0.5219257746771054,0.3842670589369424,0.5162488815753379,-0.2798687042342307,-0.030083560549149662,0.04831336704782679,0.14937400202856393,0.19035555501266713,0.3031872407800182,0.7314853141900394,0.6362429543599684
XME,0.5695798854935419,0.4421980224074685,0.4445116638754023,0.6694353254472225,0.7013791712693382,1.0,0.7292292526739098,0.6242684193029753,0.7010790631059743,0.5470428500349719,0.6325450963741694,0.5526699022570398,0.543122587267864,0.5946436202304608,0.5214333743633601,0.41857369054060417,0.199343592880342,0.5452966590051069,0.7139230156241201,0.6174713263501469,-0.5659776205549423,-0.03251229395961913,0.05801951579471419,0.1692952930986636,0.19087616912859517,0.3401048351862533,0.46007251919623315,0.4900631338467483
COPX,0.5123907236981248,0.37239692493632626,0.36489252955629997,0.6704786389794861,0.6900659379385112,0.7292292526739098,1.0,0.523226680995059,0.4973280739666684,0.3644836528231288,0.4330120931842464,0.6295222839458541,0.647211041149298,0.4750094728079539,0.4152288363436147,0.4065643720174346,0.23537752099728443,0.5210349376781473,0.5213417777654547,0.6643431692808308,-0.4380901874978367,-0.0244344140218206,0.05781863487287265,0.18450994905933157,0.22225789293060524,0.4161993581717706,0.5148117357864526,0.538000029508594
URNM,0.46375336154798463,0.19826922277177053,0.2372144795237738,0.5056521039319085,0.5271989641913918,0.6242684193029753,0.523226680995059,1.0,0.4073375884129604,0.375705394372484,0.45107937122137953,0.4462100529286043,0.35378287036315736,0.40904230664857316,0.3690623492706031,0.2760622273073035,0.16983718648354132,0.3817845577440127,0.44939673228929966,0.49808724535143933,-0.42312568985388654,-0.0019575442781763126,0.05273753191000902,0.07987824673829866,0.17435897316591234,0.25659619402529055,0.35775137500821597,0.35505780325719505
PAVE,0.688813068261964,0.5625133688313396,0.536883134699126,0.3040269453473375,0.33688958519707085,0.7010790631059743,0.4973280739666684,0.4073375884129604,1.0,0.7244543791686586,0.7532867729452457,0.5193866049125901,0.6041993169124135,0.7115797708030233,0.6727947283524633,0.5436437130944237,0.018600301855148528,0.39945405603003514,0.886407401672601,0.645218832264351,-0.66274204666146,-0.015193892472089058,0.008650690844690483,0.17202844124970196,0.17254716522995586,0.2758730277798998,0.09431243925429961,0.1645145583188006
ITA,0.5269529254606109,0.43323282569385413,0.44349548383686255,0.25074919524589645,0.28796997665679597,0.5470428500349719,0.3644836528231288,0.375705394372484,0.7244543791686586,1.0,0.9237830144032111,0.41406084102580365,0.4912784282628965,0.5932966614357457,0.5793191562867548,0.44887471953612035,0.004976423261770712,0.3362302429262725,0.691090793511607,0.5031289915841944,-0.46676925205869685,-0.007660751766406093,0.031184504478943994,0.11814027654700264,0.11518767996936806,0.22513122902647778,0.10525469025850884,0.11095992135946132
XAR,0.577283444895926,0.4677558019214888,0.5086119943576584,0.3105901130991011,0.3523137511924402,0.6325450963741694,0.4330120931842464,0.45107937122137953,0.7532867729452457,0.9237830144032111,1.0,0.45397805320797746,0.49409817356706226,0.6887830501482132,0.6356761800811572,0.4463671383458023,0.05324050215612439,0.3887543133952382,0.7830150805845575,0.5586685727479308,-0.5671198185335368,-0.03462599832836008,0.0397625324110935,0.15567826712315533,0.14302165899548647,0.21422490193138025,0.17308324558476132,0.1901988688051217
ILF,0.46408448304361055,0.39639912775051506,0.3990965191735942,0.4753000464199516,0.48890185885204657,0.5526699022570398,0.6295222839458541,0.4462100529286043,0.5193866049125901,0.41406084102580365,0.45397805320797746,1.0,0.6554788539332932,0.4910463862849259,0.4445925992518121,0.4285898504695616,0.14278591045752329,0.41414276973236347,0.5543594585876347,0.681410012764215,-0.4213930833518558,0.023602326621306517,0.12142829729656912,0.1678333010352981,0.2442269287934576,0.3503432518349623,0.3139542969819219,0.3642858305325358
EFV,0.4884823523418411,0.5387721359352203,0.4732914184960246,0.4524600657438424,0.45201353993574156,0.543122587267864,0.647211041149298,0.35378287036315736,0.6041993169124135,0.4912784282628965,0.49409817356706226,0.6554788539332932,1.0,0.49823515353983366,0.50562012641185,0.500847518079218,0.04307717881986044,0.3828309485980859,0.6013450629108912,0.7178450592767671,-0.37001050925585627,-0.0059241492737255605,0.05482830911164122,0.20709453517223433,0.2579311576892047,0.3037771965783125,0.2940710448662869,0.28253805158270967
ARKK,0.6797975634882883,0.568884322014542,0.6217153991206928,0.299648028577313,0.3270640189061006,0.5946436202304608,0.4750094728079539,0.40904230664857316,0.7115797708030233,0.5932966614357457,0.6887830501482132,0.4910463862849259,0.49823515353983366,1.0,0.7465150626593644,0.41460556709476776,0.02889467419293936,0.38872169250946575,0.8459153299296327,0.6307217947417065,-0.7239032505228961,0.014471400733625874,0.02615870598195482,0.2229866065672654,0.1486132898275547,0.24126976033106323,0.10259308207393522,0.21440398562899898
CIBR,0.6941086301816266,0.48671950183808205,0.49336872067995097,0.32069102741019123,0.34980352973802187,0.5214333743633601,0.4152288363436147,0.3690623492706031,0.6727947283524633,0.5793191562867548,0.6356761800811572,0.4445925992518121,0.50562012641185,0.7465150626593644,1.0,0.4221639769854355,0.05232271907542616,0.40186792717270625,0.7597068704157883,0.6213335089591115,-0.5878908921659284,0.023689111814354947,-0.008583856450052269,0.1357473494439135,0.17911492918787358,0.24288654654046285,0.11285558366866116,0.1594103733276929
AMLP,0.37656997892609073,0.35824752450624675,0.32273624578442367,0.24999435487714952,0.2505814018298829,0.41857369054060417,0.4065643720174346,0.2760622273073035,0.5436437130944237,0.44887471953612035,0.4463671383458023,0.4285898504695616,0.500847518079218,0.41460556709476776,0.4221639769854355,1.0,0.10601061375607433,0.2950799684849806,0.5114804184089731,0.4189962305929981,-0.2751291510738838,0.15633244203481786,0.054828166368666026,0.1292090301243855,0.19537605512528963,0.3937842725669352,0.1399766137435401,0.12475218137189047
CTA,0.06310797130141439,-0.04259983151772458,-0.045787513517043,0.2778794068910322,0.2820552834513645,0.199343592880342,0.23537752099728443,0.16983718648354132,0.018600301855148528,0.004976423261770712,0.05324050215612439,0.14278591045752329,0.04307717881986044,0.02889467419293936,0.05232271907542616,0.10601061375607433,1.0,0.34849622934926167,0.03710441734131979,0.07372107406687398,-0.05807503469862043,0.015083104076187483,0.0623672241909471,0.03382508195586727,0.25600881148467114,0.13573805667814953,0.3318821792959487,0.3237271283076428
DBMF,0.45746436305612254,0.26607578533201215,0.262354136928767,0.5024078539654238,0.5219257746771054,0.5452966590051069,0.5210349376781473,0.3817845577440127,0.39945405603003514,0.3362302429262725,0.3887543133952382,0.41414276973236347,0.3828309485980859,0.38872169250946575,0.40186792717270625,0.2950799684849806,0.34849622934926167,1.0,0.42010464115050977,0.49396187562493615,-0.37761046775782003,0.0016976672001392018,0.03159219154196707,0.17547849923055797,0.14694365145673666,0.25000554689059223,0.4896405692789423,0.4030361401545739
IWO,0.7113559805001334,0.6901868281868204,0.7170458642664468,0.34957384076551695,0.3842670589369424,0.7139230156241201,0.5213417777654547,0.44939673228929966,0.886407401672601,0.691090793511607,0.7830150805845575,0.5543594585876347,0.6013450629108912,0.8459153299296327,0.7597068704157883,0.5114804184089731,0.03710441734131979,0.42010464115050977,1.0,0.6821751279975762,-0.7382032599705838,-0.035744193322184314,-0.006498815746607986,0.22197379443781576,0.18243897041296706,0.2606277006485106,0.13707679336530082,0.2185663079591772
EMXC,0.7615075035027511,0.5027252979909224,0.47990447590193364,0.49114487089643866,0.5162488815753379,0.6174713263501469,0.6643431692808308,0.49808724535143933,0.645218832264351,0.5031289915841944,0.5586685727479308,0.681410012764215,0.7178450592767671,0.6307217947417065,0.6213335089591115,0.4189962305929981,0.07372107406687398,0.49396187562493615,0.6821751279975762,1.0,-0.6032535426469969,0.022006397586768738,0.05314416167884866,0.17988805437739278,0.2351330013608626,0.28895085374436796,0.3376548228106875,0.35016131252488913
BTAL,-0.7017014674156441,-0.41773768325371524,-0.4709636441489965,-0.2524067018337464,-0.2798687042342307,-0.5659776205549423,-0.4380901874978367,-0.42312568985388654,-0.66274204666146,-0.46676925205869685,-0.5671198185335368,-0.4213930833518558,-0.37001050925585627,-0.7239032505228961,-0.5878908921659284,-0.2751291510738838,-0.05807503469862043,-0.37761046775782003,-0.7382032599705838,-0.6032535426469969,1.0,0.02596095136773366,-0.017182746408946063,-0.14059583415538043,-0.12045955110898832,-0.2190021166703766,-0.06866150186474901,-0.18566948556144228
UNG,0.008865595644932533,0.026225209253493642,-0.004289568107701655,-0.03391072106013815,-0.030083560549149662,-0.03251229395961913,-0.0244344140218206,-0.0019575442781763126,-0.015193892472089058,-0.007660751766406093,-0.03462599832836008,0.023602326621306517,-0.0059241492737255605,0.014471400733625874,0.023689111814354947,0.15633244203481786,0.015083104076187483,0.0016976672001392018,-0.035744193322184314,0.022006397586768738,0.02596095136773366,1.0,0.11452445004119577,-0.060210332204032095,0.01739338458666714,0.05539111356022136,0.05699988490842845,-0.037109854835005486
WEAT,0.014269641409375826,0.02718602718643232,0.0030010419960291314,0.04729507777923364,0.04831336704782679,0.05801951579471419,0.05781863487287265,0.05273753191000902,0.008650690844690483,0.031184504478943994,0.0397625324110935,0.12142829729656912,0.05482830911164122,0.02615870598195482,-0.008583856450052269,0.054828166368666026,0.0623672241909471,0.03159219154196707,-0.006498815746607986,0.05314416167884866,-0.017182746408946063,0.11452445004119577,1.0,0.006862418637608379,0.21919750535542457,0.1380605839851112,0.06854702441774019,0.006275351776954598
MJ,0.14511936866032288,0.2041631674792893,0.212642986649317,0.13276051077389633,0.14937400202856393,0.1692952930986636,0.18450994905933157,0.07987824673829866,0.17202844124970196,0.11814027654700264,0.15567826712315533,0.1678333010352981,0.20709453517223433,0.2229866065672654,0.1357473494439135,0.1292090301243855,0.03382508195586727,0.17547849923055797,0.22197379443781576,0.17988805437739278,-0.14059583415538043,-0.060210332204032095,0.006862418637608379,1.0,0.07363221426777626,0.08780271975444179,0.07881081277018062,0.1119233351696117
DBA,0.19118978965658012,0.07354075586559676,0.037911673995142024,0.18143766903363598,0.19035555501266713,0.19087616912859517,0.22225789293060524,0.17435897316591234,0.17254716522995586,0.11518767996936806,0.14302165899548647,0.2442269287934576,0.2579311576892047,0.1486132898275547,0.17911492918787358,0.19537605512528963,0.25600881148467114,0.14694365145673666,0.18243897041296706,0.2351330013608626,-0.12045955110898832,0.01739338458666714,0.21919750535542457,0.07363221426777626,1.0,0.22459492347393242,0.1207214600608873,0.0687051001965003
CCRV,0.29942335668316344,0.11206561343586516,0.11035711933584896,0.28375845871241784,0.3031872407800182,0.3401048351862533,0.4161993581717706,0.25659619402529055,0.2758730277798998,0.22513122902647778,0.21422490193138025,0.3503432518349623,0.3037771965783125,0.24126976033106323,0.24288654654046285,0.3937842725669352,0.13573805667814953,0.25000554689059223,0.2606277006485106,0.28895085374436796,-0.2190021166703766,0.05539111356022136,0.1380605839851112,0.08780271975444179,0.22459492347393242,1.0,0.21143660289981064,0.16406928100389484
GLDM,0.13231877168725556,0.11484187896291626,0.11685222805266034,0.7405123178810739,0.7314853141900394,0.46007251919623315,0.5148117357864526,0.35775137500821597,0.09431243925429961,0.10525469025850884,0.17308324558476132,0.3139542969819219,0.2940710448662869,0.10259308207393522,0.11285558366866116,0.1399766137435401,0.3318821792959487,0.4896405692789423,0.13707679336530082,0.3376548228106875,-0.06866150186474901,0.05699988490842845,0.06854702441774019,0.07881081277018062,0.1207214600608873,0.21143660289981064,1.0,0.602484711265466
PPLT,0.21373238689636723,0.1573593088205921,0.15849510389822516,0.6480360944936395,0.6362429543599684,0.4900631338467483,0.538000029508594,0.35505780325719505,0.1645145583188006,0.11095992135946132,0.1901988688051217,0.3642858305325358,0.28253805158270967,0.21440398562899898,0.1594103733276929,0.12475218137189047,0.3237271283076428,0.4030361401545739,0.2185663079591772,0.35016131252488913,-0.18566948556144228,-0.037109854835005486,0.006275351776954598,0.1119233351696117,0.0687051001965003,0.16406928100389484,0.602484711265466,1.0
