Date,Low-Beta + Puts,Low-Beta Only,BTAL ETF,SPY (benchmark)
2019-02-28,0.04126012781560344,0.04334346114893677,-0.009425127797205834,0.03241548675180739
2019-03-31,0.03262381647300665,0.03470714980633998,0.025689882576703793,0.01810076791856141
2019-04-30,0.03090905621692011,0.032992389550253444,-0.012523119609340161,0.040852200542327965
2019-05-31,0.004657032821542072,-0.020801732607010192,0.06716756663770784,-0.0637710493809428
2019-06-30,0.049339613378623054,0.05142294671195639,-0.0347710831386181,0.06958624796132784
2019-07-31,0.012417207592197641,0.014500540925530974,0.01641580814227117,0.015119213553039357
2019-08-31,0.027447938096495414,0.029531271429828747,0.08927769304221855,-0.016743233679221592
2019-09-30,0.013379201317589556,0.015462534650922889,-0.02388791225882536,0.019457876064278734
2019-10-31,-0.01805832986427779,-0.015974996530944457,-0.005485306863870276,0.02210477385619969
2019-11-30,-0.0005614354512768279,0.0015218978820565054,-0.0267288659671181,0.03619822435754072
2019-12-31,0.026085928918637674,0.028169262251971007,-0.025852564092158636,0.02905564753357126
2020-01-31,0.01829023762095716,0.020373570954290494,0.05688496063408133,-0.0004042580049706812
2020-02-29,-0.03158003134717597,-0.08782848988055061,0.004271665656537138,-0.07916589593335399
2020-03-31,0.11226757485869415,-0.060261863469209476,0.09272656684616831,-0.12487092388707899
2020-04-30,0.08835970720442114,0.09044304053775448,-0.033865439818183574,0.1269836519195131
2020-05-31,0.02515232954394998,0.027235662877283313,0.012489986334703662,0.04764482285023908
2020-06-30,-0.02154786429948795,-0.01946453096615462,-0.031436511925791,0.017734646449953706
2020-07-31,0.04129520035905251,0.04337853369238584,0.024650883367325793,0.05889234051832881
2020-08-31,0.02207065927009486,0.024153992603428192,-0.052927135718856655,0.06979668771166692
2020-09-30,0.003198528602686682,0.0052818619360200155,-0.001270133775842619,-0.03744369738652831
2020-10-31,-0.018844145732947376,-0.016760812399614043,-0.03094515768519579,-0.02493356249253076
2020-11-30,0.06408651234407452,0.06616984567740786,-0.14960641063959657,0.10877691823532598
2020-12-31,0.00045373494097848775,0.002537068274311821,-0.01851852885955696,0.037048207520307797
2021-01-31,-0.040548620005273296,-0.03846528667193996,0.014150979895048765,-0.01019027311110643
2021-02-28,-0.022703448838948148,-0.020620115505614815,-0.11007766219905557,0.02780545062841
2021-03-31,0.09414316824666963,0.09622650158000297,-0.005226389899466444,0.04539916163207569
2021-04-30,0.021907810889338967,0.0239911442226723,-0.012842952165421528,0.05291067194169852
2021-05-31,0.01733777399071577,0.019421107324049103,-0.01892368211721729,0.00656593767852609
2021-06-30,-0.008518471687826386,-0.006435138354493053,0.01989141381572801,0.02242743377612788
2021-07-31,0.029986094093830726,0.03206942742716406,0.018321599608684735,0.024412519938273425
2021-08-31,0.008207991755626825,0.010291325088960157,-0.008125325258726335,0.029759867460365852
2021-09-30,-0.03985348326450302,-0.037770149931169686,-0.003510763344886647,-0.04660553628787878
2021-10-31,0.04576245068317787,0.047845784016511204,-0.014092783889590232,0.07016344842367861
2021-11-30,-0.019792103500309896,-0.017708770166976563,0.01905886474139451,-0.008034600434937533
2021-12-31,0.081826339348729,0.08390967268206234,0.039158419428481084,0.046247640457327543
2022-01-31,-0.025044442267621543,-0.028443683558624394,0.05230589784946016,-0.052741287312168095
2022-02-28,-0.030615610768490772,-0.02853227743515744,-0.04489568810112721,-0.029516916703255847
2022-03-31,0.044661569670788756,0.04674490300412209,0.026301066157973896,0.03759028826853794
2022-04-30,0.0776909838956493,0.004236135632465954,0.08505990176444467,-0.08776909079825834
2022-05-31,0.0008169123416351381,0.0029002456749684714,0.017587831419273225,0.0022572249739403194
2022-06-30,0.03168846271363404,-0.031148821713506008,0.07555568659720868,-0.0824603088802367
2022-07-31,0.03721008659186578,0.039293419925199115,-0.08402200987052921,0.09208737072474116
2022-08-31,-0.023145636688026067,-0.021062303354692734,-0.00852135300815704,-0.04080178779634669
2022-09-30,0.0077618682846135045,-0.07504704183094359,0.027805834543841668,-0.09244612172444522
2022-10-31,0.07170946449158513,0.07379279782491847,0.019183510837400553,0.0812757627892906
2022-11-30,0.06468574082182839,0.06676907415516173,-0.002895806905969245,0.0555915373380107
2022-12-31,-0.006185504589117676,-0.019358638781058635,0.03685074683017264,-0.05762823376263715
2023-01-31,-0.015571707196072832,-0.0134883738627395,-0.06364912400903133,0.06288725820423524
2023-02-28,-0.03346400883335939,-0.03138067550002606,-0.005538783935470026,-0.02514259846579192
2023-03-31,0.0444918233181418,0.04657515665147513,0.03291133867112506,0.03707782269600757
2023-04-30,0.021089705113388833,0.023173038446722166,0.02696084707535662,0.015974754349090903
2023-05-31,-0.04596647691142696,-0.04388314357809363,-0.05441536982518258,0.004616207466471733
2023-06-30,0.03750958832486204,0.03959292165819537,-0.05300345189430977,0.06479982070818902
2023-07-31,0.004330794308517081,0.006414127641850414,-0.049040477765538326,0.032733312174374474
2023-08-31,-0.021771097510401596,-0.019687764177068263,0.05381159380996703,-0.016252069795247515
2023-09-30,-0.05237600415563345,-0.050292670822300115,0.05638302567819098,-0.04743441853487962
2023-10-31,0.010470458489136384,0.012553791822469717,0.06193349779022328,-0.021708563678450976
2023-11-30,0.04256391908701223,0.04464725242034556,-0.048364218439081896,0.09134383608718477
2023-12-31,0.027601575474209026,0.02968490880754236,-0.10283925636799729,0.04565518152341941
2024-01-31,0.012694288597359025,0.014777621930692358,0.08259589855673632,0.015926546206498138
2024-02-29,0.012038653233554901,0.014121986566888234,-0.010899241156614448,0.052186974582298484
2024-03-31,0.0320173903468945,0.03410072368022783,-0.00716252319365962,0.03270179576441845
2024-04-30,-0.021037342480146593,-0.01895400914681326,0.05549397207462703,-0.04031956506061651
2024-05-31,0.026202325694272936,0.02828565902760627,0.013143996234480149,0.05057958576521049
2024-06-30,-0.010150832170679431,-0.008067498837346098,0.01816296715109078,0.03528016665523781
2024-07-31,0.052062222270679664,0.054145555604013,-0.012742142847197102,0.01210905711426813
2024-08-31,0.05364996065794499,0.05573329399127832,0.04181719370107828,0.02336566387817607
2024-09-30,0.013593430976117052,0.015676764309450385,-0.028741214948163396,0.021004661564918203
2024-10-31,-0.03249830489067862,-0.030414971557345287,0.012244798505655075,-0.008923558620233862
2024-11-30,0.0222075539620648,0.024290887295398134,-0.049395053946378,0.05963363080849371
2024-12-31,-0.06669303948651582,-0.06460970615318248,0.0140600190860376,-0.024060282584899673
2025-01-31,0.014020741739749223,0.016104075073082556,-0.018939385923516627,0.026856408076720406
2025-02-28,0.04708603416154498,0.04916936749487831,0.07666859542415327,-0.012694734424863019
2025-03-31,0.007900790373185073,-0.0014544642954390842,0.06762293029258681,-0.05571929400097875
2025-04-30,-0.011541035163538728,-0.009457701830205395,-0.02783105343943204,-0.008670229175496758
2025-05-31,0.0029164524441139578,0.004999785777447291,-0.049851953319572484,0.0628449068528063
2025-06-30,-0.007300948091553662,-0.005217614758220329,-0.0805194251137411,0.051386188205714056
2025-07-31,-0.01630492147015741,-0.014221588136824077,-0.06949164376022288,0.023031507308652444
2025-08-31,0.0283284222591953,0.030411755592528632,-0.006071532496093712,0.02051959125720848
2025-09-30,-0.008648419273041937,-0.0065650859397086035,-0.02748936272378777,0.03562036952182912
2025-10-31,-0.025651115038495792,-0.02356778170516246,-0.07914575047691097,0.023837458474752493
2025-11-30,0.035270854811064054,0.037354188144397386,0.015006861769718993,0.0019499283249213573
2025-12-31,-0.011816424414552863,-0.00973309108121953,-0.00858676752894616,0.000797497311368911
2026-01-31,0.07386416185570295,0.07594749518903629,-0.011813764575261398,0.014737781623702428
2026-02-28,0.058327724942626606,0.06041105827595994,-0.009845312285075347,-0.008641965290305365
